mptp 0.2.4_linux_x86_64, 4GB RAM, 2 cores
https://github.com/Pas-Kapli/mptp

Parsing tree file...
Loaded unrooted tree...
Converting to rooted tree...
Selected YK171 as outgroup based on longest tip-branch criterion

MCMC run 0...
Computing initial delimitation...
Null model log-likelihood: 186.983247
292000 Log-L: 258.287276
293000 Log-L: 259.301980
294000 Log-L: 251.403826
295000 Log-L: 253.745497
296000 Log-L: 258.318665
297000 Log-L: 251.403826
298000 Log-L: 258.287584
299000 Log-L: 258.075984
300000 Log-L: 253.745497
301000 Log-L: 251.403826
302000 Log-L: 253.745497
303000 Log-L: 258.287584
304000 Log-L: 251.403826
305000 Log-L: 251.403826
306000 Log-L: 258.318665
307000 Log-L: 251.403826
308000 Log-L: 258.287584
309000 Log-L: 258.075984
310000 Log-L: 253.745497
311000 Log-L: 258.253903
312000 Log-L: 253.745497
313000 Log-L: 258.253903
314000 Log-L: 251.403826
315000 Log-L: 258.075984
316000 Log-L: 258.075984
317000 Log-L: 258.075984
318000 Log-L: 251.403826
319000 Log-L: 258.287584
320000 Log-L: 258.075984
321000 Log-L: 253.745497
322000 Log-L: 253.745497
323000 Log-L: 258.287584
324000 Log-L: 258.253903
325000 Log-L: 253.745497
326000 Log-L: 253.745497
327000 Log-L: 258.075984
328000 Log-L: 251.403826
329000 Log-L: 251.403826
330000 Log-L: 251.403826
331000 Log-L: 251.403826
332000 Log-L: 253.745497
333000 Log-L: 253.745497
334000 Log-L: 251.403826
335000 Log-L: 253.745497
336000 Log-L: 251.403826
337000 Log-L: 251.403826
338000 Log-L: 258.250437
339000 Log-L: 258.253903
340000 Log-L: 253.745497
341000 Log-L: 253.745497
342000 Log-L: 258.318665
343000 Log-L: 253.745497
344000 Log-L: 253.745497
345000 Log-L: 253.745497
346000 Log-L: 258.075984
347000 Log-L: 251.403826
348000 Log-L: 258.318665
349000 Log-L: 258.075984
350000 Log-L: 259.301980
351000 Log-L: 253.745497
352000 Log-L: 258.253903
353000 Log-L: 253.745497
354000 Log-L: 251.403826
355000 Log-L: 253.745497
356000 Log-L: 253.745497
357000 Log-L: 251.403826
358000 Log-L: 258.287276
359000 Log-L: 258.253903
360000 Log-L: 259.301980
361000 Log-L: 253.745497
362000 Log-L: 258.287584
363000 Log-L: 251.403826
364000 Log-L: 259.301980
365000 Log-L: 251.403826
366000 Log-L: 259.301980
367000 Log-L: 258.075984
368000 Log-L: 251.403826
369000 Log-L: 259.301980
370000 Log-L: 251.403826
371000 Log-L: 258.075984
372000 Log-L: 258.287584
373000 Log-L: 258.287584
374000 Log-L: 258.318665
375000 Log-L: 253.745497
376000 Log-L: 258.287276
377000 Log-L: 258.287276
