Y54 , 1 
BY6 , 1 
Y119____ , 1 
YK234__ , 1 
YK37 , 1 
Y114__ , 1 
YK129____ , 1 
YSK27 , 1 
Y50____ , 1 
YK50__ , 1 
CRT644 , 1 
YK111__ , 1 
YKX41 , 1 
YKX40__ , 1 
YK101 , 1 
Y122__ , 1 
YK23 , 1 
YK33____ , 1 
EBO314 , 1 
TLL59__ , 1 
TLL58 , 1 
YSK37 , 1 
YK100 , 1 
EBO50 , 1 
EBO245 , 1 
EBO472 , 1 
TLL154__ , 1 
EBO287 , 2 
YK65 , 3 
LIK926 , 4 
EPL29 , 4 
UAC922__ , 4 
UAC933 , 4 
CRT282__ , 4 
EPL18____ , 4 
CRT57 , 4 
BDA313 , 4 
EPL14____ , 4 
UAC5122____ , 4 
AKT106 , 4 
UMA25 , 4 
BDA112 , 4 
BDA152__ , 4 
AKT236____ , 4 
UMA387 , 4 
UMA385___ , 4 
UMA18 , 4 
AKT107____ , 4 
UAC930__ , 4 
BDA80__ , 5 
Kik1454 , 6 
Kik675 , 6 
Kik1199____ , 6 
UMA440 , 7 
UMA439 , 7 
UMA40 , 7 
UMA30 , 7 
UMA511 , 7 
EPL20 , 8 
NDU803 , 9 
YK109_____ , 10 
Y74 , 11 
YK228 , 11 
YK213 , 11 
YK229__ , 11 
Y21 , 11 
YK215__ , 11 
YK247__ , 11 
YK148 , 11 
YK195 , 11 
BY5_____ , 12 
YK192_____ , 13 
YK196__ , 14 
YK208__ , 14 
YK152 , 15 
MF577066 , 16 
YK120__ , 17 
YK127__ , 17 
YK225__ , 17 
YK110_____ , 18 
Y9__ , 18 
YK231__ , 18 
EBO87 , 19 
YK125 , 20 
YK171 , 21 
