mptp 0.2.4_linux_x86_64, 4GB RAM, 2 cores
https://github.com/Pas-Kapli/mptp

Parsing tree file...
Loaded unrooted tree...
Converting to rooted tree...
Selected YK171_Paraxerus as outgroup based on longest tip-branch criterion

MCMC run 0...
Computing initial delimitation...
Null model log-likelihood: 178.274151
218000 Log-L: 242.035459
219000 Log-L: 240.350884
220000 Log-L: 242.035459
221000 Log-L: 247.095609
222000 Log-L: 247.093717
223000 Log-L: 247.130845
224000 Log-L: 242.035459
225000 Log-L: 247.122934
226000 Log-L: 247.228362
227000 Log-L: 247.130845
228000 Log-L: 242.035459
229000 Log-L: 240.350884
230000 Log-L: 247.130845
231000 Log-L: 247.122934
232000 Log-L: 240.350884
233000 Log-L: 240.350884
234000 Log-L: 242.035459
235000 Log-L: 247.130845
236000 Log-L: 240.350884
237000 Log-L: 240.350884
238000 Log-L: 240.350884
239000 Log-L: 247.095609
240000 Log-L: 247.130845
241000 Log-L: 240.350884
242000 Log-L: 240.350884
243000 Log-L: 247.228362
244000 Log-L: 240.350884
245000 Log-L: 248.134391
246000 Log-L: 242.035459
247000 Log-L: 247.122934
248000 Log-L: 247.122934
249000 Log-L: 242.035459
250000 Log-L: 242.035459
251000 Log-L: 248.134391
252000 Log-L: 242.035459
253000 Log-L: 247.156341
254000 Log-L: 242.035459
255000 Log-L: 247.122934
256000 Log-L: 240.350884
257000 Log-L: 242.035459
258000 Log-L: 240.350884
259000 Log-L: 240.350884
260000 Log-L: 242.035459
261000 Log-L: 242.035459
262000 Log-L: 242.035459
263000 Log-L: 240.350884
264000 Log-L: 242.035459
265000 Log-L: 240.350884
266000 Log-L: 242.035459
267000 Log-L: 242.035459
268000 Log-L: 240.350884
269000 Log-L: 240.574890
270000 Log-L: 247.228362
271000 Log-L: 242.035459
272000 Log-L: 242.035459
273000 Log-L: 247.130845
274000 Log-L: 240.350884
275000 Log-L: 240.350884
276000 Log-L: 247.228362
277000 Log-L: 247.228362
278000 Log-L: 247.122934
279000 Log-L: 240.350884
280000 Log-L: 242.035459
