mptp 0.2.4_linux_x86_64, 4GB RAM, 2 cores
https://github.com/Pas-Kapli/mptp

Parsing tree file...
Loaded unrooted tree...
Converting to rooted tree...
Selected Funisciurus_lemniscatus_voucher_FMNH_222638_DRC_Bas_congo__ as outgroup based on longest tip-branch criterion

MCMC run 0...
Computing initial delimitation...
Null model log-likelihood: 248.319823
216000 Log-L: 334.916530
217000 Log-L: 340.994564
218000 Log-L: 334.916530
219000 Log-L: 339.935640
220000 Log-L: 342.031802
221000 Log-L: 343.934052
222000 Log-L: 334.007839
223000 Log-L: 338.291522
224000 Log-L: 341.194768
225000 Log-L: 338.837070
226000 Log-L: 338.861149
227000 Log-L: 343.934052
228000 Log-L: 340.165476
229000 Log-L: 338.837070
230000 Log-L: 336.579458
231000 Log-L: 341.822901
232000 Log-L: 341.539263
233000 Log-L: 342.031802
234000 Log-L: 342.031802
235000 Log-L: 343.934052
236000 Log-L: 343.934052
237000 Log-L: 338.469472
238000 Log-L: 340.994564
239000 Log-L: 344.046897
240000 Log-L: 339.103887
241000 Log-L: 339.103887
242000 Log-L: 338.815028
243000 Log-L: 339.103887
244000 Log-L: 341.273441
245000 Log-L: 337.194178
246000 Log-L: 341.194768
247000 Log-L: 339.103887
248000 Log-L: 338.385669
249000 Log-L: 338.837070
250000 Log-L: 334.916530
251000 Log-L: 341.822901
252000 Log-L: 341.539263
253000 Log-L: 334.916530
254000 Log-L: 338.385669
255000 Log-L: 338.469472
256000 Log-L: 340.165476
257000 Log-L: 338.415886
258000 Log-L: 338.469472
259000 Log-L: 338.385669
260000 Log-L: 344.013414
261000 Log-L: 343.934052
262000 Log-L: 334.916530
263000 Log-L: 341.539263
264000 Log-L: 334.916530
265000 Log-L: 340.810557
266000 Log-L: 341.556102
267000 Log-L: 336.579458
268000 Log-L: 341.579023
269000 Log-L: 336.579458
270000 Log-L: 343.934052
271000 Log-L: 344.046897
272000 Log-L: 334.916530
273000 Log-L: 339.041128
274000 Log-L: 340.165476
275000 Log-L: 334.916530
276000 Log-L: 336.579458
277000 Log-L: 340.165476
278000 Log-L: 341.072816
279000 Log-L: 343.883283
280000 Log-L: 341.822901
281000 Log-L: 339.103887
282000 Log-L: 338.385669
283000 Log-L: 332.293415
284000 Log-L: 341.273441
285000 Log-L: 341.273441
286000 Log-L: 341.194768
287000 Log-L: 338.860070
288000 Log-L: 344.046897
289000 Log-L: 339.965637
290000 Log-L: 340.858000
291000 Log-L: 343.883283
292000 Log-L: 342.031802
293000 Log-L: 343.934052
294000 Log-L: 340.165476
295000 Log-L: 338.385669
296000 Log-L: 338.837070
297000 Log-L: 335.742566
298000 Log-L: 341.556102
299000 Log-L: 344.046897
300000 Log-L: 338.469472
301000 Log-L: 340.994564
302000 Log-L: 343.934052
303000 Log-L: 342.031802
304000 Log-L: 341.273441
305000 Log-L: 336.579458
306000 Log-L: 344.046897
307000 Log-L: 340.109534
308000 Log-L: 343.934052
309000 Log-L: 343.856535
310000 Log-L: 334.916530
311000 Log-L: 341.822901
312000 Log-L: 338.469472
313000 Log-L: 341.273441
314000 Log-L: 338.244227
315000 Log-L: 344.046897
316000 Log-L: 341.072816
317000 Log-L: 343.883283
318000 Log-L: 336.579458
319000 Log-L: 341.579023
320000 Log-L: 339.965637
321000 Log-L: 341.273441
322000 Log-L: 338.469472
323000 Log-L: 341.534113
324000 Log-L: 342.031802
325000 Log-L: 340.994564
326000 Log-L: 334.916530
327000 Log-L: 341.556102
328000 Log-L: 335.536166
329000 Log-L: 340.994564
330000 Log-L: 331.990765
331000 Log-L: 334.916530
332000 Log-L: 340.165476
333000 Log-L: 336.579458
334000 Log-L: 340.994564
335000 Log-L: 336.579458
336000 Log-L: 338.469472
337000 Log-L: 341.072816
338000 Log-L: 338.617295
339000 Log-L: 341.534113
340000 Log-L: 340.994564
341000 Log-L: 338.385669
342000 Log-L: 338.860070
343000 Log-L: 336.579458
344000 Log-L: 332.293415
345000 Log-L: 338.385669
346000 Log-L: 344.046897
347000 Log-L: 340.165476
348000 Log-L: 340.994564
349000 Log-L: 340.858000
350000 Log-L: 343.934052
351000 Log-L: 341.072816
352000 Log-L: 339.103887
353000 Log-L: 334.007839
354000 Log-L: 332.203356
355000 Log-L: 341.273441
356000 Log-L: 338.469472
357000 Log-L: 336.579458
358000 Log-L: 344.046897
359000 Log-L: 343.883283
360000 Log-L: 341.534113
361000 Log-L: 332.293415
362000 Log-L: 343.934052
363000 Log-L: 338.469472
364000 Log-L: 341.539263
365000 Log-L: 343.934052
366000 Log-L: 343.883283
367000 Log-L: 340.858000
368000 Log-L: 336.579458
369000 Log-L: 339.935640
370000 Log-L: 338.385669
371000 Log-L: 340.165476
372000 Log-L: 337.194178
373000 Log-L: 341.194768
374000 Log-L: 341.822901
375000 Log-L: 336.579458
376000 Log-L: 341.666494
377000 Log-L: 343.934052
378000 Log-L: 338.469472
379000 Log-L: 340.994564
380000 Log-L: 344.046897
381000 Log-L: 340.902194
382000 Log-L: 338.861149
383000 Log-L: 337.754088
384000 Log-L: 341.052971
385000 Log-L: 341.072816
386000 Log-L: 340.858000
387000 Log-L: 340.165476
388000 Log-L: 338.469472
389000 Log-L: 343.883283
390000 Log-L: 332.041822
391000 Log-L: 340.858000
392000 Log-L: 343.934052
393000 Log-L: 341.072816
394000 Log-L: 341.556102
395000 Log-L: 344.046897
396000 Log-L: 334.916530
397000 Log-L: 340.933749
398000 Log-L: 343.934052
399000 Log-L: 340.994564
400000 Log-L: 343.934052
401000 Log-L: 340.165476
402000 Log-L: 336.579458
403000 Log-L: 341.579023
404000 Log-L: 340.858000
405000 Log-L: 334.858830
406000 Log-L: 334.858830
407000 Log-L: 342.031802
408000 Log-L: 334.967628
409000 Log-L: 338.815028
410000 Log-L: 341.579023
411000 Log-L: 338.815028
412000 Log-L: 334.916530
413000 Log-L: 340.165476
414000 Log-L: 340.994564
415000 Log-L: 341.072816
416000 Log-L: 340.165476
417000 Log-L: 338.469472
418000 Log-L: 343.934052
419000 Log-L: 343.934052
