BY6_Funisciurus____(74) , 1 
BY1_Funisciurus____(5) , 1 
YK37_Funisciurus____(2) , 1 
YK129_Funisciurus___ , 1 
Y114__ , 1 
YK234__ , 1 
Y119_Funisciurus___ , 1 
YK50__ , 1 
Y50_Funisciurus___ , 1 
CRT644___(11) , 1 
BY3_Funisciurus___ , 1 
YK111__ , 1 
Y122__ , 1 
YK101_Funisciurus___ , 1 
YK23___(2) , 1 
BY4_Funisciurus___ , 1 
YK33_Funisciurus___ , 1 
EBO314_(2) , 1 
YKX40__ , 1 
TLL58_Funisciurus_ , 1 
TLL59_Funisciurus_ , 1 
YK100_Funisciurus____(2) , 1 
EBO245_(2) , 1 
EBO472 , 1 
EBO50 , 1 
TLL154_Funisciurus_ , 1 
EBO287 , 1 
YK65___(2) , 1 
EPL29_Funisciurus____(26) , 2 
UAC933_Funisciurus____(2) , 2 
UAC928_Funisciurus____(2) , 2 
UAC922__ , 2 
CRT282__ , 2 
BDA313___(4) , 2 
EPL18_Funisciurus___ , 2 
UAC5122_Funisciurus___ , 2 
EPL14_Funisciurus___ , 2 
CRT57 , 2 
UMA25___Funisciurus_(3) , 2 
AKT106___(10) , 2 
UMA385_Funisciurus__ , 2 
BDA112___(4) , 2 
AKT236_Funisciurus___ , 2 
BDA152__ , 2 
UAC930__ , 2 
AKT107_Funisciurus___ , 2 
BDA80__ , 2 
Kik675_Funisciurus____(7) , 3 
Kik1454_Funisciurus____(2) , 3 
Kik1199_Funisciurus___ , 3 
UMA440 , 4 
UMA40_Funisciurus__ , 4 
UMA439 , 4 
UMA511 , 4 
EPL20_Funisciurus___ , 4 
Y21___(2) , 5 
YK215__ , 5 
YK213___(2) , 5 
YK228___(2) , 5 
YK229__ , 5 
YK247__ , 5 
YK195_Funisciurus____ , 5 
YK148_Funisciurus____ , 5 
YK208__ , 5 
YK196__ , 5 
YK152_Funisciurus____ , 5 
BY5_Funisciurus____ , 5 
YK192_Funisciurus____ , 5 
YK109_Funisciurus____ , 5 
MF577066 , 6 
YK127__ , 7 
YK120__ , 7 
YK225__ , 7 
Y9__ , 7 
YK110_Funisciurus____ , 7 
YK231__ , 7 
YK125 , 8 
EBO87 , 8 
YK171_Paraxerus , 9 
