Y54 , 1 
BY6 , 1 
Y119 , 1 
YK234 , 1 
YK37 , 1 
Y114 , 1 
YK129 , 1 
YSK27 , 1 
Y50 , 1 
YK50 , 1 
CRT644 , 1 
YK111 , 1 
YKX41 , 1 
YKX40 , 1 
YK101 , 1 
Y122 , 1 
YK23 , 1 
YK33 , 1 
EBO314 , 1 
TLL59 , 1 
TLL58 , 1 
YSK37 , 1 
YK100 , 1 
EBO50 , 1 
EBO245 , 1 
EBO472 , 1 
TLL154 , 1 
EBO287 , 1 
YK65 , 1 
LIK926 , 1 
EPL29 , 1 
UAC922 , 1 
UAC933 , 1 
CRT282 , 1 
EPL18 , 1 
CRT57 , 1 
BDA313 , 1 
EPL14 , 1 
UAC5122 , 1 
AKT106 , 1 
UMA25 , 1 
BDA112 , 1 
BDA152 , 1 
AKT236 , 1 
UMA387 , 1 
UMA385 , 1 
UMA18 , 1 
AKT107 , 1 
UAC930 , 1 
BDA80 , 1 
Kik1454 , 1 
Kik675 , 1 
Kik1199 , 1 
UMA440 , 2 
UMA439 , 2 
UMA40 , 2 
UMA30 , 2 
UMA511 , 2 
EPL20 , 2 
NDU803 , 2 
YK109 , 3 
Y74 , 3 
YK228 , 3 
YK213 , 3 
YK229 , 3 
Y21 , 3 
YK215 , 3 
YK247 , 3 
YK148 , 3 
YK195 , 3 
YK196 , 3 
YK208 , 3 
YK152 , 3 
BY5 , 3 
YK192 , 3 
MF577066 , 3 
YK120 , 4 
YK127 , 4 
YK225 , 4 
YK110 , 4 
Y9 , 4 
YK231 , 4 
EBO87 , 5 
YK125 , 5 
YK171 , 6 
